id,submitdate,lastpage,startlanguage,FYllatus,FYllatus[other],FKurbus,FKurbus[other],FHirm,FHirm[other],FViha,FViha[other],FVastikus,FVastikus[other],FRoom,FRoom[other],R1Kurb,R1Kurb[other],R1Hirm,R1Hirm[other],R2Yllatunud,R2Yllatunud[other],R2Onnelik,R2Onnelik[other],R1Kuri,R1Kuri[other],R1Neutraalne,R1Neutraalne[other],R2Keskendunud,R2Keskendunud[other],R2Keskendunud2,R2Keskendunud2[other],R2Kurb,R2Kurb[other],R2Neutraalne,R2Neutraalne[other],R2Segaduses,R2Segaduses[other],R2Yllatunud2,R2Yllatunud2[other],R3Roomus,R3Roomus[other],R3Kurb,R3Kurb[other],R3Yllatunud,R3Yllatunud[other],R3Segaduses,R3Segaduses[other],K2,K2[other],R4Roomus,R4Roomus[other],R4Kuri,R4Kuri[other],R4Neutraalne,R4Neutraalne[other],YStopping,YStopping[other],Y2Stop,Y2Stop[other],Y4AnnabTeed,Y4AnnabTeed[other],Y6Soidab,Y6Soidab[other],YGoAhead,YGoAhead[other],YAnnabTeedPeatunud,YAnnabTeedPeatunud[other],Y5HakkabSoitma,Y5HakkabSoitma[other],Y3Yletee,Y3Yletee[other],Sugu,Vanus,Igap2evaneSuhtlus,Email,Valimised
136,01-01-80 00:00,3,et,üllatunud,,muu,väsimus,hirm,,viha,,vastikus,,rõõm,,kurbus,,muu,lootus,neutraalne,,rõõm,,viha,,muu,uudishimu,neutraalne,,muu,lootusetus,kurbus,,neutraalne,,neutraalne,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,ei oska öelda,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et projektsioon võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,25,Jah,Jah,kasutasin e-valimiste võimalust
137,01-01-80 00:00,3,et,segadustunne,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,neutraalne,,neutraalne,,muu,kavalus,viha,,segadustunne,,keskendunud,,neutraalne,,kurbus,,segadustunne,,segadustunne,,neutraalne,,rõõm,,kurbus,,segadustunne,,segadustunne,,kurbus,,rõõm,,segadustunne,,neutraalne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,Naine,23,Jah,Jah,kasutasin e-valimiste võimalust
138,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,hirm,,rõõm,,viha,,segadustunne,,neutraalne,,keskendunud,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,neutraalne,,segadustunne,,kurbus,,rõõm,,segadustunne,,segadustunne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk alustab kohe liikumist.",,Naine,22,Jah,Jah,kasutasin e-valimiste võimalust
140,01-01-80 00:00,3,et,üllatunud,,kurbus,,üllatunud,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,neutraalne,,rõõm,,viha,,üllatunud,,neutraalne,,ei oska öelda,,kurbus,,neutraalne,,üllatunud,,ei oska öelda,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,ei oska öelda,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,24,Jah,Jah,kasutasin e-valimiste võimalust
141,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,hirm,,üllatunud,,keskendunud,,viha,,segadustunne,,neutraalne,,kurbus,,kurbus,,neutraalne,,segadustunne,,üllatunud,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,segadustunne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et projektsioon võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et projektsioon võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,Naine,32,Jah,Jah,käisin valimisjaoskonnas
143,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,üllatunud,,üllatunud,,viha,,viha,,vastikus,,neutraalne,,kurbus,,kurbus,,neutraalne,,segadustunne,,üllatunud,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,neutraalne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,34,Jah,Jah,kasutasin e-valimiste võimalust
144,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,neutraalne,,rõõm,,viha,,segadustunne,,neutraalne,,kurbus,,kurbus,,keskendunud,,segadustunne,,üllatunud,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,ei oska öelda,,"Tablool kujutatu viitab, et sõiduk peatub.",,"Projektsioon viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,21,Jah,Jah,kasutasin e-valimiste võimalust
145,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,segadustunne,,neutraalne,,rõõm,,viha,,segadustunne,,keskendunud,,keskendunud,,kurbus,,neutraalne,,segadustunne,,üllatunud,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,vastikus,,segadustunne,,neutraalne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,19,Jah,Jah,kasutasin e-valimiste võimalust
146,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,üllatunud,,ei oska öelda,,viha,,viha,,segadustunne,,muu,Kahtlus,muu,Häbi,kurbus,,neutraalne,,üllatunud,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,ei oska öelda,,muu,Retarded,ei oska öelda,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,23,Jah,Jah,ma pole kunagi valimas käinud
148,01-01-80 00:00,3,et,segadustunne,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,kurbus,,hirm,,keskendunud,,viha,,segadustunne,,neutraalne,,kurbus,,kurbus,,neutraalne,,segadustunne,,hirm,,rõõm,,kurbus,,üllatunud,,keskendunud,,kurbus,,rõõm,,viha,,neutraalne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk alustab kohe liikumist.",,Mees,23,Jah,Jah,kasutasin e-valimiste võimalust
149,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,ei oska öelda,,neutraalne,,ei oska öelda,,ei oska öelda,,ei oska öelda,,ei oska öelda,,keskendunud,,kurbus,,kurbus,,neutraalne,,üllatunud,,rõõm,,rõõm,,kurbus,,üllatunud,,ei oska öelda,,kurbus,,ei oska öelda,,segadustunne,,ei oska öelda,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et projektsioon võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,39,Jah,Jah,kasutasin e-valimiste võimalust
150,01-01-80 00:00,3,et,segadustunne,,viha,,vastikus,,viha,,vastikus,,rõõm,,kurbus,,kurbus,,üllatunud,,vastikus,,viha,,segadustunne,,neutraalne,,hirm,,keskendunud,,hirm,,segadustunne,,hirm,,rõõm,,kurbus,,hirm,,segadustunne,,hirm,,rõõm,,hirm,,viha,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Arvan, et projektsioon võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,Mees,32,Jah,Jah,kasutasin e-valimiste võimalust
151,01-01-80 00:00,3,et,segadustunne,,kurbus,,üllatunud,,viha,,muu,Kahtlustav,rõõm,,kurbus,,kurbus,,neutraalne,,rõõm,,viha,,segadustunne,,keskendunud,,ei oska öelda,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,keskendunud,,kurbus,,rõõm,,segadustunne,,segadustunne,,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Projektsioon viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,20,Jah,Jah,käisin valimisjaoskonnas
152,01-01-80 00:00,3,et,üllatunud,,hirm,,vastikus,,vastikus,,segadustunne,,rõõm,,kurbus,,segadustunne,,üllatunud,,viha,,viha,,segadustunne,,üllatunud,,kurbus,,kurbus,,neutraalne,,segadustunne,,keskendunud,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,hirm,,vastikus,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,22,Jah,Jah,ma pole kunagi valimas käinud
153,01-01-80 00:00,3,et,hirm,,muu,väsimus/masendus,hirm,,viha,,vastikus,,üllatunud,,ei oska öelda,,ei oska öelda,,ei oska öelda,,ei oska öelda,,viha,,segadustunne,,ei oska öelda,,kurbus,,kurbus,,üllatunud,,segadustunne,,ei oska öelda,,rõõm,,kurbus,,segadustunne,,keskendunud,,kurbus,,rõõm,,segadustunne,,segadustunne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,26,Jah,Jah,käisin valimisjaoskonnas
154,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,muu,põlastus,rõõm,,hirm,,hirm,,hirm,,hirm,,viha,,üllatunud,,segadustunne,,segadustunne,,muu,nördimus,neutraalne,,ei oska öelda,,segadustunne,,rõõm,,kurbus,,vastikus,,segadustunne,,kurbus,,rõõm,,vastikus,,vastikus,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,Mees,22,Jah,Jah,ma pole kunagi valimas käinud
155,01-01-80 00:00,3,et,üllatunud,,segadustunne,,hirm,,viha,,vastikus,,rõõm,,kurbus,,ei oska öelda,,üllatunud,,keskendunud,,viha,,üllatunud,,neutraalne,,neutraalne,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,segadustunne,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,29,Jah,Jah,kasutasin e-valimiste võimalust
156,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,ei oska öelda,,üllatunud,,keskendunud,,viha,,segadustunne,,neutraalne,,keskendunud,,kurbus,,üllatunud,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,hirm,,"Tablool kujutatu viitab, et sõiduk peatub.",,"Projektsioon viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et projektsioon võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,Naine,22,Jah,Jah,kasutasin e-valimiste võimalust
159,01-01-80 00:00,3,et,üllatunud,,muu,Väsimus,muu,Ärevus,viha,,vastikus,,rõõm,,kurbus,,neutraalne,,üllatunud,,muu,Kahtlev,viha,,segadustunne,,muu,Kahtlev,muu,Väsimus,kurbus,,neutraalne,,segadustunne,,üllatunud,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,segadustunne,,"Tablool kujutatu viitab, et sõiduk peatub.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk alustab kohe liikumist.",,Naine,24,Jah,Jah,ma pole kunagi valimas käinud
160,01-01-80 00:00,3,et,segadustunne,,kurbus,,ei oska öelda,,viha,,vastikus,,rõõm,,kurbus,,üllatunud,,neutraalne,,ei oska öelda,,viha,,segadustunne,,ei oska öelda,,neutraalne,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,segadustunne,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,21,Jah,Jah,ma pole kunagi valimas käinud
161,01-01-80 00:00,3,et,üllatunud,,muu,Väsimus,hirm,,viha,,vastikus,,rõõm,,kurbus,,ei oska öelda,,neutraalne,,muu,Kahtlev,viha,,segadustunne,,neutraalne,,muu,Solvunud,kurbus,,neutraalne,,segadustunne,,ei oska öelda,,rõõm,,kurbus,,hirm,,segadustunne,,kurbus,,rõõm,,segadustunne,,segadustunne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,muu,Politsei,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,21,Jah,Jah,käisin valimisjaoskonnas
163,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,segadustunne,,üllatunud,,keskendunud,,viha,,segadustunne,,viha,,neutraalne,,kurbus,,neutraalne,,hirm,,üllatunud,,rõõm,,kurbus,,hirm,,segadustunne,,kurbus,,rõõm,,viha,,neutraalne,,"Tablool kujutatu viitab, et sõiduk peatub.",,"Projektsioon viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Tablool kujutatu viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,19,Jah,Jah,kasutasin e-valimiste võimalust
164,01-01-80 00:00,3,et,üllatunud,,vastikus,,hirm,,keskendunud,,vastikus,,rõõm,,kurbus,,segadustunne,,üllatunud,,vastikus,,viha,,segadustunne,,neutraalne,,kurbus,,kurbus,,neutraalne,,vastikus,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,hirm,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,20,Jah,Jah,käisin valimisjaoskonnas
166,01-01-80 00:00,3,et,hirm,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,üllatunud,,keskendunud,,viha,,segadustunne,,neutraalne,,kurbus,,kurbus,,keskendunud,,kurbus,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,segadustunne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,25,Jah,Jah,kasutasin e-valimiste võimalust
